hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,occupancy,ADR,market_segment,distribution_channel,to_name,company,Revenue,customer_type,lead_time,reservation_status_date,Reservation Status
3,Nur Property,11/07/16,2016,Jul,Peak Season,BE,17,17,1,151.59,Group,OTA,ZanziTours,Company B,2577.01,Transite,69,20/06/16,Confirmed
1,Kasha Property,12/07/16,2016,Jul,Peak Season,AT,6,6,1,466.05,Group,TA/TO,TO Africa,Company B,2796.32,Transite,141,19/06/16,Canceled
2,Casa Property,12/07/16,2016,Jul,Peak Season,BR,14,15,1.1,164.86,Business,Website,TO Africa,Company B,2472.92,Transite,71,27/06/16,No Show
6,Fun Property,12/07/16,2016,Jul,Peak Season,IE,20,21,1.1,155.42,Group,Website,TO Africa,Company B,3263.83,Transite,143,11/07/16,No Show
5,Loop Property,12/07/16,2016,Jul,Peak Season,HU,17,16,0.9,143.43,Group,Corporate,TO Africa,Company A,2294.96,Transite,169,17/06/16,No Show
4,Michamvi Property,12/07/16,2016,Jul,Peak Season,PL,18,18,1,160.79,Business,OTA,ZanziTours,Company A,2894.14,Transite,157,09/07/16,Confirmed
7,Mwezi Property,12/07/16,2016,Jul,Peak Season,EE,22,24,1.1,159,Group,Direct,ZanziTours,Company B,3815.98,Transite,155,09/07/16,Confirmed
3,Nur Property,12/07/16,2016,Jul,Peak Season,CH,17,16,0.9,155.66,Leisure,OTA,Oceanic Travels,Company B,2490.5,Transite,31,15/06/16,Canceled
1,Kasha Property,13/07/16,2016,Jul,Peak Season,LT,6,6,1,457.72,Business,Website,Oceanic Travels,Company A,2746.31,Transite,43,23/06/16,Confirmed
2,Casa Property,13/07/16,2016,Jul,Peak Season,NL,14,13,0.9,154.41,Business,OTA,Sunset Ltd,Company C,2007.33,Transite,16,01/07/16,Canceled
6,Fun Property,13/07/16,2016,Jul,Peak Season,PL,20,20,1,168.88,Corporate,OTA,TO Africa,Company C,3377.56,Transite,79,12/07/16,Confirmed
5,Loop Property,13/07/16,2016,Jul,Peak Season,HU,17,17,1,144.56,Leisure,Group,Sunset Ltd,,2457.55,Transite,39,27/06/16,No Show
4,Michamvi Property,13/07/16,2016,Jul,Peak Season,BG,18,18,1,172.44,Corporate,Group,Sunset Ltd,Company A,3103.9,Transite,141,29/06/16,Canceled
7,Mwezi Property,13/07/16,2016,Jul,Peak Season,DK,22,23,1,155.95,Leisure,Group,TO Africa,Company B,3586.86,Transite,150,07/07/16,Confirmed
3,Nur Property,13/07/16,2016,Jul,Peak Season,FR,17,18,1.1,159.43,Group,OTA,Sunset Ltd,Company B,2869.8,Transite,4,16/06/16,Canceled
1,Kasha Property,14/07/16,2016,Jul,Peak Season,UK,6,5,0.8,487.33,Business,Website,TO Africa,Company B,2436.65,Transite,169,26/06/16,Canceled
2,Casa Property,14/07/16,2016,Jul,Peak Season,SG,14,15,1.1,167,Corporate,Direct,Oceanic Travels,Company C,2505.04,Transite,75,20/06/16,Canceled
6,Fun Property,14/07/16,2016,Jul,Peak Season,US,20,21,1.1,155.91,Corporate,TA/TO,Oceanic Travels,Company C,3274.03,Transite,180,01/07/16,No Show
5,Loop Property,14/07/16,2016,Jul,Peak Season,SI,17,17,1,156.51,Leisure,OTA,Oceanic Travels,Company C,2660.74,Transite,147,12/07/16,Confirmed
4,Michamvi Property,14/07/16,2016,Jul,Peak Season,PL,18,19,1.1,161.43,Group,Website,Sunset Ltd,Company B,3067.14,Transite,101,12/07/16,Confirmed
7,Mwezi Property,14/07/16,2016,Jul,Peak Season,LV,22,24,1.1,145.09,Business,Website,TO Africa,Company A,3482.2,Transite,64,07/07/16,Confirmed
3,Nur Property,14/07/16,2016,Jul,Peak Season,BE,17,16,0.9,172.99,Group,Group,TO Africa,,2767.88,Transite,20,09/07/16,Confirmed
1,Kasha Property,15/07/16,2016,Jul,Peak Season,AE,6,6,1,476.38,Corporate,Website,ZanziTours,,2858.27,Transite,169,24/06/16,Confirmed
2,Casa Property,15/07/16,2016,Jul,Peak Season,BE,14,14,1,146.94,Corporate,Website,TO Africa,Company C,2057.15,Transite,44,04/07/16,Confirmed
6,Fun Property,15/07/16,2016,Jul,Peak Season,AT,20,21,1.1,154.28,Corporate,TA/TO,Oceanic Travels,Company B,3239.86,Transite,171,01/07/16,Canceled
5,Loop Property,15/07/16,2016,Jul,Peak Season,FR,17,17,1,149.15,Group,OTA,Oceanic Travels,Company B,2535.57,Transite,179,22/06/16,Confirmed
4,Michamvi Property,15/07/16,2016,Jul,Peak Season,UK,18,17,0.9,144.1,Corporate,Direct,ZanziTours,,2449.77,Transite,121,26/06/16,Canceled
7,Mwezi Property,15/07/16,2016,Jul,Peak Season,NL,22,24,1.1,173,Corporate,Group,TO Africa,Company B,4151.97,Transite,148,04/07/16,Confirmed
3,Nur Property,15/07/16,2016,Jul,Peak Season,EE,17,17,1,152.26,Group,TA/TO,ZanziTours,Company C,2588.5,Transite,70,14/07/16,Canceled
1,Kasha Property,16/07/16,2016,Jul,Peak Season,AT,6,6,1,475.89,Corporate,Corporate,TO Africa,Company C,2855.35,Transite,8,06/07/16,Confirmed
2,Casa Property,16/07/16,2016,Jul,Peak Season,BR,14,15,1.1,169.39,Corporate,Direct,Sunset Ltd,Company A,2540.78,Transite,131,10/07/16,No Show
6,Fun Property,16/07/16,2016,Jul,Peak Season,CH,20,18,0.9,143.48,Leisure,TA/TO,Oceanic Travels,Company A,2582.6,Transite,111,27/06/16,Canceled
5,Loop Property,16/07/16,2016,Jul,Peak Season,PL,17,16,0.9,160.31,Leisure,OTA,TO Africa,Company C,2564.9,Transite,78,09/07/16,Confirmed
4,Michamvi Property,16/07/16,2016,Jul,Peak Season,CN,18,16,0.9,166.34,Leisure,OTA,TO Africa,Company B,2661.49,Transite,149,25/06/16,Confirmed
7,Mwezi Property,16/07/16,2016,Jul,Peak Season,DE,22,22,1,156.67,Group,OTA,TO Africa,Company B,3446.81,Transite,136,07/07/16,Confirmed
3,Nur Property,16/07/16,2016,Jul,Peak Season,LV,17,18,1.1,158.74,Business,TA/TO,TO Africa,Company B,2857.29,Transite,177,12/07/16,Confirmed
1,Kasha Property,17/07/16,2016,Jul,Peak Season,AE,6,5,0.8,440.72,Leisure,Website,TO Africa,Company C,2203.61,Transite,99,25/06/16,No Show
2,Casa Property,17/07/16,2016,Jul,Peak Season,CA,14,14,1,156,Leisure,TA/TO,ZanziTours,Company C,2184.02,Transite,126,03/07/16,No Show
6,Fun Property,17/07/16,2016,Jul,Peak Season,CZ,20,18,0.9,164.3,Leisure,TA/TO,Oceanic Travels,Company A,2957.37,Transite,175,10/07/16,Canceled
5,Loop Property,17/07/16,2016,Jul,Peak Season,SI,17,17,1,153.69,Business,Website,TO Africa,,2612.71,Transite,148,13/07/16,Confirmed
4,Michamvi Property,17/07/16,2016,Jul,Peak Season,FR,18,17,0.9,153.26,Corporate,OTA,ZanziTours,Company C,2605.48,Transite,102,04/07/16,No Show
7,Mwezi Property,17/07/16,2016,Jul,Peak Season,LT,22,20,0.9,154.53,Leisure,OTA,Sunset Ltd,Company A,3090.63,Transite,47,04/07/16,Canceled
3,Nur Property,17/07/16,2016,Jul,Peak Season,UK,17,18,1.1,164.39,Corporate,OTA,ZanziTours,Company A,2958.94,Transite,34,11/07/16,Confirmed
1,Kasha Property,18/07/16,2016,Jul,Peak Season,FR,6,6,1,430.72,Group,Direct,ZanziTours,Company C,2584.33,Transite,131,03/07/16,Canceled
2,Casa Property,18/07/16,2016,Jul,Peak Season,DK,14,14,1,145.33,Group,Website,ZanziTours,Company B,2034.67,Transite,101,21/06/16,No Show
6,Fun Property,18/07/16,2016,Jul,Peak Season,CH,20,21,1.1,140.62,Corporate,Direct,TO Africa,,2953,Transite,82,03/07/16,No Show
5,Loop Property,18/07/16,2016,Jul,Peak Season,BG,17,18,1.1,165.32,Corporate,OTA,Sunset Ltd,Company C,2975.69,Transite,14,16/07/16,No Show
4,Michamvi Property,18/07/16,2016,Jul,Peak Season,NL,18,18,1,171.48,Leisure,Website,ZanziTours,Company B,3086.62,Transite,1,07/07/16,No Show
7,Mwezi Property,18/07/16,2016,Jul,Peak Season,FR,22,22,1,138.72,Leisure,Direct,Sunset Ltd,Company C,3051.89,Transite,26,23/06/16,Confirmed
3,Nur Property,18/07/16,2016,Jul,Peak Season,DE,17,17,1,155.85,Business,Group,ZanziTours,Company B,2649.37,Transite,61,26/06/16,Canceled
1,Kasha Property,19/07/16,2016,Jul,Peak Season,RO,6,6,1,416.91,Corporate,OTA,Sunset Ltd,Company B,2501.43,Transite,165,19/06/16,No Show
2,Casa Property,19/07/16,2016,Jul,Peak Season,BE,14,14,1,166.12,Business,OTA,Oceanic Travels,Company C,2325.68,Transite,30,08/07/16,Confirmed
6,Fun Property,19/07/16,2016,Jul,Peak Season,CN,20,18,0.9,165.22,Corporate,Website,TO Africa,Company B,2973.88,Transite,142,25/06/16,Canceled
5,Loop Property,19/07/16,2016,Jul,Peak Season,CH,17,17,1,171.71,Group,OTA,TO Africa,,2918.99,Transite,94,29/06/16,Confirmed
4,Michamvi Property,19/07/16,2016,Jul,Peak Season,AT,18,19,1.1,176.17,Corporate,OTA,TO Africa,Company B,3347.29,Transite,140,24/06/16,Canceled
7,Mwezi Property,19/07/16,2016,Jul,Peak Season,DE,22,23,1,165.89,Corporate,Website,Oceanic Travels,Company A,3815.52,Transite,123,24/06/16,No Show
3,Nur Property,19/07/16,2016,Jul,Peak Season,DK,17,18,1.1,145.76,Corporate,Group,ZanziTours,Company C,2623.73,Transite,101,27/06/16,No Show
1,Kasha Property,20/07/16,2016,Jul,Peak Season,CH,6,5,0.8,460.42,Group,Group,TO Africa,Company A,2302.1,Transite,13,30/06/16,Confirmed
2,Casa Property,20/07/16,2016,Jul,Peak Season,CN,14,14,1,167.27,Group,TA/TO,ZanziTours,Company C,2341.77,Transite,111,26/06/16,Confirmed
6,Fun Property,20/07/16,2016,Jul,Peak Season,FR,20,21,1.1,155.01,Leisure,Website,Oceanic Travels,Company B,3255.12,Transite,87,22/06/16,Confirmed
5,Loop Property,20/07/16,2016,Jul,Peak Season,CN,17,17,1,151.12,Corporate,Direct,ZanziTours,Company A,2569.09,Transite,33,17/07/16,No Show
4,Michamvi Property,20/07/16,2016,Jul,Peak Season,SK,18,19,1.1,154.34,Corporate,Direct,Oceanic Travels,Company B,2932.53,Transite,26,01/07/16,Confirmed
7,Mwezi Property,20/07/16,2016,Jul,Peak Season,IE,22,22,1,159.22,Leisure,OTA,TO Africa,Company C,3502.82,Transite,88,20/06/16,No Show
3,Nur Property,20/07/16,2016,Jul,Peak Season,LT,17,18,1.1,155.06,Corporate,OTA,TO Africa,,2791.03,Transite,79,25/06/16,No Show
1,Kasha Property,21/07/16,2016,Jul,Peak Season,SI,6,6,1,462.91,Group,OTA,TO Africa,,2777.48,Transite,126,15/07/16,No Show
2,Casa Property,21/07/16,2016,Jul,Peak Season,CZ,14,13,0.9,163.22,Corporate,Direct,ZanziTours,Company A,2121.87,Transite,13,27/06/16,No Show
6,Fun Property,21/07/16,2016,Jul,Peak Season,PL,20,19,1,155.38,Corporate,Website,TO Africa,Company A,2952.14,Transite,143,14/07/16,Confirmed
5,Loop Property,21/07/16,2016,Jul,Peak Season,LT,17,16,0.9,159.71,Business,Website,Oceanic Travels,Company C,2555.41,Transite,8,18/07/16,No Show
4,Michamvi Property,21/07/16,2016,Jul,Peak Season,BG,18,19,1.1,167.62,Leisure,OTA,Sunset Ltd,Company A,3184.87,Transite,121,03/07/16,No Show
7,Mwezi Property,21/07/16,2016,Jul,Peak Season,IN,22,24,1.1,153.73,Group,Direct,TO Africa,Company C,3689.52,Transite,57,20/07/16,No Show
3,Nur Property,21/07/16,2016,Jul,Peak Season,SI,17,18,1.1,162.29,Business,OTA,ZanziTours,Company B,2921.14,Transite,25,04/07/16,Canceled
1,Kasha Property,22/07/16,2016,Jul,Peak Season,DE,6,6,1,465.04,Business,Direct,ZanziTours,Company B,2790.25,Transite,119,29/06/16,No Show
2,Casa Property,22/07/16,2016,Jul,Peak Season,BG,14,13,0.9,170.2,Group,TA/TO,Sunset Ltd,Company B,2212.63,Transite,70,25/06/16,No Show
6,Fun Property,22/07/16,2016,Jul,Peak Season,LT,20,19,1,146.61,Business,OTA,TO Africa,Company B,2785.67,Transite,114,19/07/16,Canceled
5,Loop Property,22/07/16,2016,Jul,Peak Season,US,17,18,1.1,165.23,Leisure,OTA,TO Africa,Company B,2974.22,Transite,13,03/07/16,Canceled
4,Michamvi Property,22/07/16,2016,Jul,Peak Season,ZA,18,19,1.1,170.12,Corporate,Website,ZanziTours,Company C,3232.35,Transite,163,16/07/16,No Show
7,Mwezi Property,22/07/16,2016,Jul,Peak Season,DK,22,24,1.1,172.3,Group,Website,Oceanic Travels,Company C,4135.29,Transite,152,17/07/16,Canceled
3,Nur Property,22/07/16,2016,Jul,Peak Season,BR,17,17,1,148.28,Business,OTA,ZanziTours,Company B,2520.73,Transite,73,24/06/16,No Show
1,Kasha Property,23/07/16,2016,Jul,Peak Season,FR,6,6,1,464.87,Group,OTA,TO Africa,,2789.21,Transite,156,25/06/16,Confirmed
2,Casa Property,23/07/16,2016,Jul,Peak Season,IN,14,14,1,153.95,Group,OTA,TO Africa,Company A,2155.31,Transite,168,02/07/16,Confirmed
6,Fun Property,23/07/16,2016,Jul,Peak Season,BE,20,20,1,153.49,Group,TA/TO,TO Africa,,3069.83,Transite,173,08/07/16,Canceled
5,Loop Property,23/07/16,2016,Jul,Peak Season,AT,17,18,1.1,172.32,Group,Direct,Sunset Ltd,,3101.83,Transite,99,10/07/16,No Show
4,Michamvi Property,23/07/16,2016,Jul,Peak Season,NL,18,19,1.1,164.55,Corporate,Direct,Sunset Ltd,Company A,3126.38,Transite,69,04/07/16,Canceled
7,Mwezi Property,23/07/16,2016,Jul,Peak Season,LU,22,23,1,156.6,Corporate,TA/TO,ZanziTours,,3601.81,Transite,107,27/06/16,Confirmed
3,Nur Property,23/07/16,2016,Jul,Peak Season,IE,17,18,1.1,150.08,Group,TA/TO,ZanziTours,Company A,2701.44,Transite,150,25/06/16,Confirmed
1,Kasha Property,24/07/16,2016,Jul,Peak Season,EE,6,6,1,457.12,Business,Website,Oceanic Travels,,2742.74,Transite,73,01/07/16,No Show
2,Casa Property,24/07/16,2016,Jul,Peak Season,SI,14,13,0.9,149.37,Group,Group,ZanziTours,Company A,1941.86,Transite,177,27/06/16,Canceled
6,Fun Property,24/07/16,2016,Jul,Peak Season,BE,20,18,0.9,175.92,Business,Direct,ZanziTours,,3166.5,Transite,180,03/07/16,Canceled
5,Loop Property,24/07/16,2016,Jul,Peak Season,DE,17,17,1,162.05,Corporate,OTA,TO Africa,Company C,2754.92,Transite,176,20/07/16,No Show
4,Michamvi Property,24/07/16,2016,Jul,Peak Season,AU,18,18,1,151.31,Business,Direct,ZanziTours,,2723.64,Transite,7,24/06/16,No Show
7,Mwezi Property,24/07/16,2016,Jul,Peak Season,RO,22,24,1.1,146.66,Corporate,TA/TO,Sunset Ltd,,3519.76,Transite,53,17/07/16,Canceled
3,Nur Property,24/07/16,2016,Jul,Peak Season,AU,17,17,1,167.22,Leisure,Group,TO Africa,Company B,2842.73,Transite,157,06/07/16,No Show
1,Kasha Property,25/07/16,2016,Jul,Peak Season,RO,6,5,0.8,444.32,Group,TA/TO,Oceanic Travels,Company C,2221.58,Transite,159,01/07/16,No Show
2,Casa Property,25/07/16,2016,Jul,Peak Season,HU,14,14,1,156.8,Group,OTA,Sunset Ltd,Company B,2195.2,Transite,15,21/07/16,Canceled
6,Fun Property,25/07/16,2016,Jul,Peak Season,RO,20,19,1,152.38,Corporate,Website,Sunset Ltd,Company A,2895.24,Transite,160,22/07/16,Canceled
5,Loop Property,25/07/16,2016,Jul,Peak Season,BE,17,18,1.1,149.87,Corporate,OTA,Sunset Ltd,Company C,2697.59,Transite,75,11/07/16,No Show
4,Michamvi Property,25/07/16,2016,Jul,Peak Season,BG,18,19,1.1,168.05,Corporate,Direct,TO Africa,Company A,3193.01,Transite,86,08/07/16,Canceled
7,Mwezi Property,25/07/16,2016,Jul,Peak Season,AU,22,24,1.1,165.32,Leisure,Direct,Sunset Ltd,Company C,3967.78,Transite,51,11/07/16,Confirmed
3,Nur Property,25/07/16,2016,Jul,Peak Season,DK,17,16,0.9,164.85,Leisure,Website,TO Africa,,2637.53,Transite,62,21/07/16,No Show
1,Kasha Property,26/07/16,2016,Jul,Peak Season,NL,6,6,1,464.7,Group,Website,Oceanic Travels,Company B,2788.19,Transite,140,13/07/16,Confirmed
2,Casa Property,26/07/16,2016,Jul,Peak Season,AE,14,14,1,159.66,Leisure,TA/TO,TO Africa,Company C,2235.21,Transite,56,18/07/16,Confirmed
6,Fun Property,26/07/16,2016,Jul,Peak Season,LT,20,21,1.1,172.39,Corporate,Direct,Sunset Ltd,,3620.25,Transite,62,22/07/16,Confirmed
5,Loop Property,26/07/16,2016,Jul,Peak Season,CZ,17,16,0.9,161.7,Business,OTA,TO Africa,Company C,2587.21,Transite,138,05/07/16,No Show
4,Michamvi Property,26/07/16,2016,Jul,Peak Season,PL,18,19,1.1,158.62,Group,OTA,TO Africa,Company C,3013.75,Transite,175,16/07/16,Canceled
7,Mwezi Property,26/07/16,2016,Jul,Peak Season,AT,22,23,1,153.15,Corporate,Website,Sunset Ltd,Company A,3522.46,Transite,18,27/06/16,Confirmed
3,Nur Property,26/07/16,2016,Jul,Peak Season,AT,17,16,0.9,165.46,Corporate,OTA,TO Africa,Company C,2647.32,Transite,173,15/07/16,No Show
1,Kasha Property,27/07/16,2016,Jul,Peak Season,HU,6,5,0.8,495.61,Corporate,TA/TO,Oceanic Travels,Company B,2478.05,Transite,180,01/07/16,No Show
2,Casa Property,27/07/16,2016,Jul,Peak Season,AU,14,15,1.1,150.56,Group,Website,TO Africa,,2258.38,Transite,44,19/07/16,No Show
6,Fun Property,27/07/16,2016,Jul,Peak Season,NL,20,21,1.1,166.16,Leisure,Corporate,Oceanic Travels,,3489.27,Transite,25,17/07/16,No Show
5,Loop Property,27/07/16,2016,Jul,Peak Season,UK,17,18,1.1,142.76,Leisure,OTA,ZanziTours,Company B,2569.75,Transite,22,29/06/16,No Show
4,Michamvi Property,27/07/16,2016,Jul,Peak Season,DK,18,17,0.9,162.45,Corporate,TA/TO,Sunset Ltd,Company B,2761.63,Transite,23,17/07/16,Canceled
7,Mwezi Property,27/07/16,2016,Jul,Peak Season,PL,22,22,1,164.53,Group,Group,Oceanic Travels,,3619.66,Transite,5,20/07/16,No Show
3,Nur Property,27/07/16,2016,Jul,Peak Season,FR,17,18,1.1,171.47,Business,Group,Sunset Ltd,Company C,3086.47,Transite,127,25/07/16,No Show
1,Kasha Property,28/07/16,2016,Jul,Peak Season,FR,6,5,0.8,454.69,Leisure,OTA,Sunset Ltd,Company A,2273.43,Transite,48,10/07/16,Canceled
2,Casa Property,28/07/16,2016,Jul,Peak Season,BE,14,13,0.9,146.69,Business,Group,Sunset Ltd,Company B,1906.97,Transite,83,18/07/16,Confirmed
6,Fun Property,28/07/16,2016,Jul,Peak Season,SI,20,19,1,157.09,Leisure,Group,ZanziTours,Company B,2984.71,Transite,144,11/07/16,Confirmed
5,Loop Property,28/07/16,2016,Jul,Peak Season,AE,17,18,1.1,152.08,Corporate,TA/TO,Oceanic Travels,Company C,2737.43,Transite,123,14/07/16,Canceled
4,Michamvi Property,28/07/16,2016,Jul,Peak Season,UK,18,18,1,156.94,Group,Direct,Oceanic Travels,Company A,2824.9,Transite,88,30/06/16,No Show
7,Mwezi Property,28/07/16,2016,Jul,Peak Season,EE,22,22,1,155.13,Business,TA/TO,TO Africa,Company B,3412.78,Transite,145,16/07/16,Canceled
3,Nur Property,28/07/16,2016,Jul,Peak Season,ZA,17,18,1.1,166.71,Group,OTA,TO Africa,,3000.82,Transite,41,13/07/16,Canceled
1,Kasha Property,29/07/16,2016,Jul,Peak Season,CH,6,6,1,467.13,Leisure,OTA,ZanziTours,Company A,2802.81,Transite,29,30/06/16,No Show
2,Casa Property,29/07/16,2016,Jul,Peak Season,RO,14,15,1.1,162.96,Business,TA/TO,Oceanic Travels,Company A,2444.37,Transite,36,26/07/16,No Show
6,Fun Property,29/07/16,2016,Jul,Peak Season,JP,20,21,1.1,154.03,Corporate,Direct,Oceanic Travels,Company A,3234.54,Transite,133,28/07/16,Confirmed
5,Loop Property,29/07/16,2016,Jul,Peak Season,SG,17,18,1.1,150.01,Group,TA/TO,TO Africa,,2700.13,Transite,106,16/07/16,No Show
4,Michamvi Property,29/07/16,2016,Jul,Peak Season,LV,18,16,0.9,165.86,Corporate,Group,TO Africa,,2653.71,Transite,69,17/07/16,Canceled
7,Mwezi Property,29/07/16,2016,Jul,Peak Season,UK,22,24,1.1,142.2,Leisure,Direct,Sunset Ltd,,3412.72,Transite,160,08/07/16,Canceled
3,Nur Property,29/07/16,2016,Jul,Peak Season,AT,17,16,0.9,177.64,Corporate,TA/TO,TO Africa,Company C,2842.2,Transite,1,07/07/16,No Show
1,Kasha Property,30/07/16,2016,Jul,Peak Season,SI,6,6,1,477.09,Leisure,Corporate,TO Africa,,2862.54,Transite,41,03/07/16,No Show
2,Casa Property,30/07/16,2016,Jul,Peak Season,LU,14,14,1,158.22,Group,Group,Sunset Ltd,Company A,2215.05,Transite,42,09/07/16,No Show
6,Fun Property,30/07/16,2016,Jul,Peak Season,IE,20,20,1,146.92,Corporate,OTA,ZanziTours,Company C,2938.4,Transite,169,28/07/16,No Show
5,Loop Property,30/07/16,2016,Jul,Peak Season,CZ,17,18,1.1,160.98,Group,OTA,Oceanic Travels,Company A,2897.6,Transite,154,08/07/16,Confirmed
4,Michamvi Property,30/07/16,2016,Jul,Peak Season,CH,18,19,1.1,167.96,Corporate,OTA,ZanziTours,Company A,3191.32,Transite,78,01/07/16,No Show
7,Mwezi Property,30/07/16,2016,Jul,Peak Season,FR,22,21,1,162.78,Leisure,Direct,ZanziTours,Company B,3418.45,Transite,36,18/07/16,No Show
3,Nur Property,30/07/16,2016,Jul,Peak Season,SG,17,17,1,161.74,Group,TA/TO,ZanziTours,,2749.52,Transite,158,12/07/16,Confirmed
1,Kasha Property,31/07/16,2016,Jul,Peak Season,PL,6,6,1,431.86,Business,OTA,Sunset Ltd,Company A,2591.17,Transite,26,30/07/16,Confirmed
2,Casa Property,31/07/16,2016,Jul,Peak Season,SK,14,15,1.1,170.69,Leisure,Direct,Oceanic Travels,Company A,2560.38,Transite,155,15/07/16,Confirmed
6,Fun Property,31/07/16,2016,Jul,Peak Season,JP,20,20,1,151.45,Leisure,Direct,Oceanic Travels,Company A,3028.99,Transite,125,09/07/16,Confirmed
5,Loop Property,31/07/16,2016,Jul,Peak Season,LU,17,18,1.1,156.88,Business,TA/TO,Oceanic Travels,Company A,2823.83,Transite,31,16/07/16,Canceled
4,Michamvi Property,31/07/16,2016,Jul,Peak Season,AE,18,18,1,152.7,Business,TA/TO,Oceanic Travels,,2748.51,Transite,34,22/07/16,Confirmed
7,Mwezi Property,31/07/16,2016,Jul,Peak Season,AT,22,23,1,150.38,Corporate,Website,TO Africa,Company B,3458.66,Transite,12,06/07/16,Confirmed
3,Nur Property,31/07/16,2016,Jul,Peak Season,DK,17,17,1,163.56,Leisure,Group,ZanziTours,Company A,2780.56,Transite,15,18/07/16,No Show
1,Kasha Property,01/08/16,2016,Aug,Peak Season,HU,6,6,1,437.43,Business,Direct,ZanziTours,Company A,2624.61,Transite,62,02/07/16,No Show
2,Casa Property,01/08/16,2016,Aug,Peak Season,SK,14,15,1.1,167.95,Corporate,TA/TO,Oceanic Travels,Company B,2519.21,Transite,41,03/07/16,Canceled
6,Fun Property,01/08/16,2016,Aug,Peak Season,RO,20,19,1,168.39,Business,Corporate,ZanziTours,Company A,3199.43,Transite,178,22/07/16,No Show
5,Loop Property,01/08/16,2016,Aug,Peak Season,AT,17,16,0.9,155.34,Corporate,Website,Oceanic Travels,Company A,2485.36,Transite,74,19/07/16,No Show
4,Michamvi Property,01/08/16,2016,Aug,Peak Season,CA,18,19,1.1,174.38,Leisure,Direct,Oceanic Travels,Company A,3313.29,Transite,53,17/07/16,No Show
7,Mwezi Property,01/08/16,2016,Aug,Peak Season,CZ,22,24,1.1,139.38,Leisure,Website,TO Africa,Company B,3345.02,Transite,169,29/07/16,No Show
3,Nur Property,01/08/16,2016,Aug,Peak Season,CZ,17,17,1,163.41,Leisure,OTA,Oceanic Travels,Company B,2777.9,Transite,30,31/07/16,Canceled
1,Kasha Property,02/08/16,2016,Aug,Peak Season,LV,6,6,1,489.98,Corporate,TA/TO,ZanziTours,,2939.87,Transite,60,03/07/16,Canceled
2,Casa Property,02/08/16,2016,Aug,Peak Season,BE,14,13,0.9,155.28,Business,OTA,TO Africa,Company B,2018.63,Transite,33,07/07/16,Confirmed
6,Fun Property,02/08/16,2016,Aug,Peak Season,IN,20,20,1,158.48,Business,OTA,TO Africa,Company A,3169.54,Transite,2,16/07/16,Canceled
5,Loop Property,02/08/16,2016,Aug,Peak Season,EE,17,16,0.9,176.61,Corporate,Website,TO Africa,Company C,2825.83,Transite,9,19/07/16,Confirmed
4,Michamvi Property,02/08/16,2016,Aug,Peak Season,LU,18,18,1,161.18,Business,OTA,Oceanic Travels,Company A,2901.19,Transite,37,17/07/16,Confirmed
7,Mwezi Property,02/08/16,2016,Aug,Peak Season,BG,22,24,1.1,145.77,Business,OTA,Oceanic Travels,Company C,3498.44,Transite,156,25/07/16,Canceled
3,Nur Property,02/08/16,2016,Aug,Peak Season,CH,17,16,0.9,158.3,Business,Group,TO Africa,Company C,2532.75,Transite,106,17/07/16,Canceled
1,Kasha Property,03/08/16,2016,Aug,Peak Season,DK,6,6,1,458.29,Business,TA/TO,TO Africa,Company C,2749.72,Transite,138,11/07/16,Canceled
2,Casa Property,03/08/16,2016,Aug,Peak Season,FR,14,13,0.9,156.47,Group,Direct,Oceanic Travels,Company B,2034.14,Transite,128,09/07/16,Confirmed
6,Fun Property,03/08/16,2016,Aug,Peak Season,BG,20,19,1,144.67,Corporate,OTA,Sunset Ltd,Company B,2748.64,Transite,14,19/07/16,No Show
5,Loop Property,03/08/16,2016,Aug,Peak Season,IE,17,16,0.9,158.24,Group,Group,Oceanic Travels,,2531.85,Transite,163,26/07/16,Confirmed
4,Michamvi Property,03/08/16,2016,Aug,Peak Season,UK,18,19,1.1,151.34,Group,Group,Sunset Ltd,,2875.45,Transite,41,07/07/16,No Show
7,Mwezi Property,03/08/16,2016,Aug,Peak Season,HU,22,22,1,167.79,Leisure,OTA,ZanziTours,Company C,3691.35,Transite,101,17/07/16,Confirmed
3,Nur Property,03/08/16,2016,Aug,Peak Season,UK,17,18,1.1,166.35,Corporate,Direct,ZanziTours,,2994.35,Transite,121,29/07/16,Canceled
1,Kasha Property,04/08/16,2016,Aug,Peak Season,BR,6,6,1,454.53,Corporate,Website,Sunset Ltd,Company B,2727.18,Transite,67,18/07/16,Confirmed
2,Casa Property,04/08/16,2016,Aug,Peak Season,LV,14,13,0.9,161.29,Leisure,Direct,TO Africa,Company A,2096.71,Transite,94,03/08/16,Canceled
6,Fun Property,04/08/16,2016,Aug,Peak Season,AT,20,20,1,152.28,Corporate,TA/TO,TO Africa,Company B,3045.54,Transite,36,08/07/16,Canceled
5,Loop Property,04/08/16,2016,Aug,Peak Season,BG,17,17,1,143.15,Leisure,TA/TO,Oceanic Travels,,2433.62,Transite,50,08/07/16,No Show
4,Michamvi Property,04/08/16,2016,Aug,Peak Season,PL,18,17,0.9,151.1,Group,OTA,Sunset Ltd,,2568.78,Transite,150,10/07/16,No Show
