hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,occupancy,ADR,market_segment,distribution_channel,to_name,company,Revenue,customer_type,lead_time,reservation_status_date,Reservation Status,Projected PickUp 
6,Fun Property,15/04/14,2014,Apr,Low Season,BE,20,5,0.3,68.68,Corporate,Website,Sunset Ltd,Company C,343.41,Transient,152,11/11/19,Confirmed,7
5,Loop Property,15/04/14,2014,Apr,Low Season,IE,17,4,0.2,61.05,Corporate,OTA,ZanziTours,Company A,244.2,Transient,180,15/10/19,Confirmed,8
4,Michamvi Property,15/04/14,2014,Apr,Low Season,DE,18,3,0.2,64.84,Corporate,Group,Sunset Ltd,,194.51,Transient,222,04/09/19,Confirmed,6
7,Mwezi Property,15/04/14,2014,Apr,Low Season,PL,22,6,0.3,69.56,Group,OTA,Sunset Ltd,Company B,417.37,Transient,47,27/02/20,Confirmed,8
3,Nur Property,15/04/14,2014,Apr,Low Season,ZA,17,4,0.2,63.75,Leisure,Group,ZanziTours,Company C,254.98,Transient,88,18/01/20,Confirmed,6
1,Kasha Property,16/04/14,2014,Apr,Low Season,RO,6,1,0.2,190.31,Corporate,TA/TO,ZanziTours,Company A,190.31,Transient,26,21/03/20,Confirmed,7
2,Casa Property,16/04/14,2014,Apr,Low Season,CH,14,2,0.1,69.76,Corporate,Corporate,ZanziTours,Company A,139.52,Contracted T.A,17,31/03/20,Confirmed,6
6,Fun Property,16/04/14,2014,Apr,Low Season,DK,20,6,0.3,66.85,Leisure,Website,TO Africa,Company A,401.13,Transient,104,05/01/20,Confirmed,6
5,Loop Property,16/04/14,2014,Apr,Low Season,ZA,17,5,0.3,73.65,Group,OTA,TO Africa,Company A,368.26,Transient,7,12/04/20,Confirmed,6
4,Michamvi Property,16/04/14,2014,Apr,Low Season,BE,18,5,0.3,71.86,Business,TA/TO,Sunset Ltd,,359.32,Transient,128,14/12/19,Confirmed,5
7,Mwezi Property,16/04/14,2014,Apr,Low Season,CH,22,7,0.3,70.94,Business,TA/TO,ZanziTours,,496.6,Transient,11,10/04/20,Confirmed,7
3,Nur Property,16/04/14,2014,Apr,Low Season,DK,17,4,0.2,66.34,Corporate,TA/TO,Oceanic Travels,Company B,265.38,Transient,6,16/04/20,Confirmed,6
1,Kasha Property,17/04/14,2014,Apr,Low Season,LU,6,1,0.2,209.01,Group,OTA,Oceanic Travels,Company A,209.01,Transient,23,31/03/20,Confirmed,7
2,Casa Property,17/04/14,2014,Apr,Low Season,AE,14,4,0.3,73.33,Group,Direct,Sunset Ltd,Company C,293.34,Transient,304,25/06/19,Confirmed,8
6,Fun Property,17/04/14,2014,Apr,Low Season,CZ,20,4,0.2,72.9,Group,TA/TO,Sunset Ltd,Company A,291.62,Transient,4,21/04/20,Confirmed,6
5,Loop Property,17/04/14,2014,Apr,Low Season,SK,17,4,0.2,74.98,Business,OTA,Sunset Ltd,Company C,299.91,Transient,25,01/04/20,Confirmed,8
4,Michamvi Property,17/04/14,2014,Apr,Low Season,CZ,18,5,0.3,66.07,Corporate,Group,ZanziTours,,330.36,Transient,65,22/02/20,Confirmed,6
7,Mwezi Property,17/04/14,2014,Apr,Low Season,RO,22,5,0.2,62.16,Group,OTA,Oceanic Travels,Company A,310.82,Transient,21,07/04/20,Confirmed,7
3,Nur Property,17/04/14,2014,Apr,Low Season,UK,17,4,0.2,70.73,Business,TA/TO,TO Africa,Company B,282.9,Transient,45,15/03/20,Confirmed,5
1,Kasha Property,18/04/14,2014,Apr,Low Season,AU,6,1,0.2,197.97,Group,OTA,ZanziTours,Company C,197.97,Transient,25,05/04/20,Confirmed,8
2,Casa Property,18/04/14,2014,Apr,Low Season,SK,14,3,0.2,61.82,Business,OTA,Sunset Ltd,,185.45,Transient,5,27/03/21,Confirmed,6
6,Fun Property,18/04/14,2014,Apr,Low Season,CH,20,4,0.2,65.64,Corporate,OTA,TO Africa,Company B,262.57,Transient,247,29/07/20,Confirmed,8
5,Loop Property,18/04/14,2014,Apr,Low Season,UK,17,5,0.3,62.9,Corporate,TA/TO,TO Africa,Company C,314.5,Transient,6,28/03/21,Confirmed,8
4,Michamvi Property,18/04/14,2014,Apr,Low Season,BE,18,4,0.2,68.23,Group,Group,Sunset Ltd,Company C,272.92,Transient,25,10/03/21,Confirmed,6
7,Mwezi Property,18/04/14,2014,Apr,Low Season,AE,22,4,0.2,69.22,Business,Website,ZanziTours,Company A,276.89,Transient,52,12/02/21,Confirmed,7
3,Nur Property,18/04/14,2014,Apr,Low Season,PL,17,5,0.3,62.01,Corporate,TA/TO,Oceanic Travels,,310.05,Transient,18,19/03/21,Confirmed,6
1,Kasha Property,19/04/14,2014,Apr,Low Season,LV,6,2,0.3,204.95,Corporate,TA/TO,ZanziTours,Company B,409.89,Transient,296,15/06/20,Confirmed,6
2,Casa Property,19/04/14,2014,Apr,Low Season,CH,14,4,0.3,65.71,Business,Website,Sunset Ltd,Company B,262.82,Transient,174,16/10/20,Confirmed,7
6,Fun Property,19/04/14,2014,Apr,Low Season,CH,20,6,0.3,60.43,Leisure,TA/TO,Oceanic Travels,,362.58,Transient,31,09/03/21,Confirmed,7
5,Loop Property,19/04/14,2014,Apr,Low Season,FR,17,3,0.2,67.33,Leisure,Corporate,TO Africa,Company A,201.98,Transient,166,26/10/20,Confirmed,7
4,Michamvi Property,19/04/14,2014,Apr,Low Season,DK,18,4,0.2,67.79,Business,TA/TO,TO Africa,Company B,271.15,Transient,30,12/03/21,Confirmed,6
7,Mwezi Property,19/04/14,2014,Apr,Low Season,SI,22,5,0.2,65.94,Business,TA/TO,ZanziTours,Company C,329.7,Transient,68,03/02/21,Confirmed,6
3,Nur Property,19/04/14,2014,Apr,Low Season,BE,17,4,0.2,63.34,Corporate,TA/TO,ZanziTours,Company A,253.37,Transient,194,01/10/20,Confirmed,7
1,Kasha Property,20/04/14,2014,Apr,Low Season,CH,6,1,0.2,204.36,Leisure,Corporate,Oceanic Travels,Company A,204.36,Transient,145,20/11/20,Confirmed,6
2,Casa Property,20/04/14,2014,Apr,Low Season,BG,14,4,0.3,63.46,Business,TA/TO,Oceanic Travels,Company C,253.86,Transient,292,27/06/20,Confirmed,6
6,Fun Property,20/04/14,2014,Apr,Low Season,SG,20,4,0.2,70.43,Business,Website,ZanziTours,Company A,281.74,Transient,0,16/04/21,Confirmed,7
5,Loop Property,20/04/14,2014,Apr,Low Season,BE,17,5,0.3,74.51,Leisure,TA/TO,Sunset Ltd,Company A,372.55,Transient,24,24/03/21,Confirmed,6
4,Michamvi Property,20/04/14,2014,Apr,Low Season,DK,18,3,0.2,67.2,Business,Website,ZanziTours,Company C,201.6,Transient,124,15/12/20,Confirmed,6
7,Mwezi Property,20/04/14,2014,Apr,Low Season,FR,22,4,0.2,67.12,Group,OTA,Oceanic Travels,,268.49,Transient,44,06/03/21,Confirmed,7
3,Nur Property,20/04/14,2014,Apr,Low Season,SI,17,5,0.3,67.68,Group,TA/TO,TO Africa,Company A,338.4,Transient,257,06/08/20,Confirmed,7
1,Kasha Property,21/04/14,2014,Apr,Low Season,BE,6,1,0.2,192.35,Business,OTA,ZanziTours,,192.35,Transient,164,08/11/20,Confirmed,6
2,Casa Property,21/04/14,2014,Apr,Low Season,SK,14,3,0.2,64.25,Leisure,Group,Sunset Ltd,Company A,192.76,Transient,153,20/11/20,Confirmed,7
6,Fun Property,21/04/14,2014,Apr,Low Season,BE,20,5,0.3,65.51,Corporate,Group,ZanziTours,,327.53,Transient,155,19/11/20,Confirmed,7
5,Loop Property,21/04/14,2014,Apr,Low Season,DE,17,5,0.3,67.48,Leisure,Group,Oceanic Travels,Company C,337.38,Transient,0,24/04/21,Confirmed,8
4,Michamvi Property,21/04/14,2014,Apr,Low Season,FR,18,4,0.2,67,Business,Direct,Oceanic Travels,Company B,267.99,Transient,29,27/03/21,Confirmed,7
7,Mwezi Property,21/04/14,2014,Apr,Low Season,DE,22,5,0.2,62.28,Group,OTA,TO Africa,,311.42,Transient,59,26/02/21,Confirmed,6
3,Nur Property,21/04/14,2014,Apr,Low Season,BG,17,4,0.2,65.16,Leisure,OTA,ZanziTours,Company B,260.66,Transient,91,26/01/21,Confirmed,6
1,Kasha Property,22/04/14,2014,Apr,Low Season,RO,6,1,0.2,209.41,Leisure,Corporate,TO Africa,Company A,209.41,Transient,76,11/02/21,Confirmed,6
2,Casa Property,22/04/14,2014,Apr,Low Season,DK,14,3,0.2,64.03,Corporate,OTA,ZanziTours,Company C,192.08,Transient,93,26/01/21,Confirmed,6
6,Fun Property,22/04/14,2014,Apr,Low Season,NL,20,6,0.3,68.08,Corporate,OTA,TO Africa,Company B,408.48,Transient,4,26/04/21,Confirmed,7
5,Loop Property,22/04/14,2014,Apr,Low Season,LU,17,4,0.2,64.76,Leisure,Corporate,Oceanic Travels,Company B,259.04,Transient,25,07/03/22,Confirmed,7
4,Michamvi Property,22/04/14,2014,Apr,Low Season,BE,18,3,0.2,68.72,Corporate,TA/TO,TO Africa,Company C,206.16,Transient,245,31/07/21,Confirmed,7
7,Mwezi Property,22/04/14,2014,Apr,Low Season,US,22,6,0.3,73.33,Business,OTA,Sunset Ltd,Company C,439.96,Transient,74,19/01/22,Confirmed,8
3,Nur Property,22/04/14,2014,Apr,Low Season,CN,17,5,0.3,73.01,Leisure,OTA,Oceanic Travels,,365.03,Transient,275,03/07/21,Confirmed,8
1,Kasha Property,23/04/14,2014,Apr,Low Season,BE,6,2,0.3,198.59,Leisure,Group,Oceanic Travels,Company C,397.18,Transient,14,22/03/22,Confirmed,8
2,Casa Property,23/04/14,2014,Apr,Low Season,UK,14,4,0.3,67.88,Business,OTA,Oceanic Travels,Company C,271.52,Transient,265,15/07/21,Confirmed,8
6,Fun Property,23/04/14,2014,Apr,Low Season,DK,20,6,0.3,73.36,Corporate,TA/TO,TO Africa,Company A,440.17,Transient,122,06/12/21,Confirmed,7
5,Loop Property,23/04/14,2014,Apr,Low Season,IE,17,3,0.2,67.34,Leisure,Direct,TO Africa,Company C,202.02,Transient,158,01/11/21,Confirmed,7
4,Michamvi Property,23/04/14,2014,Apr,Low Season,FR,18,5,0.3,61,Business,TA/TO,Oceanic Travels,,305.01,Transient,119,11/12/21,Confirmed,8
7,Mwezi Property,23/04/14,2014,Apr,Low Season,LU,22,5,0.2,62.04,Corporate,Website,Sunset Ltd,Company A,310.18,Transient,6,04/04/22,Confirmed,8
3,Nur Property,23/04/14,2014,Apr,Low Season,AE,17,5,0.3,61.86,Leisure,TA/TO,ZanziTours,Company A,309.29,Transient,122,10/12/21,Confirmed,7
1,Kasha Property,24/04/14,2014,Apr,Low Season,SI,6,1,0.2,197.73,Leisure,Group,Oceanic Travels,Company C,197.73,Transient,60,11/02/22,Confirmed,8
2,Casa Property,24/04/14,2014,Apr,Low Season,DK,14,3,0.2,74.01,Group,OTA,ZanziTours,Company A,222.04,Transient,1,12/04/22,Confirmed,8
6,Fun Property,24/04/14,2014,Apr,Low Season,HU,20,4,0.2,67.69,Group,Corporate,ZanziTours,,270.75,Transient,121,14/12/21,Confirmed,8
5,Loop Property,24/04/14,2014,Apr,Low Season,LV,17,5,0.3,61.12,Corporate,Group,Oceanic Travels,Company C,305.6,Transient,301,18/06/21,Confirmed,8
4,Michamvi Property,24/04/14,2014,Apr,Low Season,CH,18,5,0.3,72.3,Leisure,Website,TO Africa,Company B,361.5,Transient,349,02/05/21,Confirmed,8
7,Mwezi Property,24/04/14,2014,Apr,Low Season,CZ,22,5,0.2,71.38,Corporate,OTA,Sunset Ltd,Company A,356.9,Contract,59,17/02/22,Confirmed,8
3,Nur Property,24/04/14,2014,Apr,Low Season,RO,17,4,0.2,74.06,Corporate,Group,TO Africa,Company C,296.26,Transient,71,06/02/22,Confirmed,8
1,Kasha Property,25/04/14,2014,Apr,Low Season,LU,6,1,0.2,202.87,Leisure,Website,Sunset Ltd,Company C,202.87,Transient,200,01/10/21,Confirmed,7
2,Casa Property,25/04/14,2014,Apr,Low Season,BE,14,2,0.1,61.46,Group,OTA,ZanziTours,Company A,122.91,Transient,71,08/02/22,Confirmed,7
6,Fun Property,25/04/14,2014,Apr,Low Season,PL,20,5,0.3,71.52,Group,TA/TO,Sunset Ltd,Company B,357.62,Transient,105,06/01/22,Confirmed,8
5,Loop Property,25/04/14,2014,Apr,Low Season,FR,17,5,0.3,61.2,Corporate,OTA,Oceanic Travels,Company B,305.99,Transient,6,16/04/22,Confirmed,7
4,Michamvi Property,25/04/14,2014,Apr,Low Season,DK,18,4,0.2,60.43,Group,Group,ZanziTours,Company C,241.73,Transient,76,06/02/22,Confirmed,8
7,Mwezi Property,25/04/14,2014,Apr,Low Season,DK,22,6,0.3,63.18,Business,Website,Oceanic Travels,Company A,379.1,Transient,29,26/03/22,Confirmed,7
3,Nur Property,25/04/14,2014,Apr,Low Season,EE,17,3,0.2,61.15,Business,Group,Sunset Ltd,Company A,183.45,Transient,179,28/10/21,Confirmed,7
1,Kasha Property,26/04/14,2014,Apr,Low Season,AU,6,1,0.2,190.51,Corporate,Group,Oceanic Travels,Company B,190.51,Transient,81,04/02/22,Confirmed,7
2,Casa Property,26/04/14,2014,Apr,Low Season,IE,14,3,0.2,74.89,Group,TA/TO,TO Africa,Company B,224.66,Transient,35,23/03/22,Confirmed,7
6,Fun Property,26/04/14,2014,Apr,Low Season,NL,20,5,0.3,65.83,Leisure,TA/TO,Oceanic Travels,Company C,329.13,Transient,60,27/02/22,Confirmed,8
5,Loop Property,26/04/14,2014,Apr,Low Season,LT,17,4,0.2,66.14,Leisure,Website,Sunset Ltd,Company A,264.56,Transient,34,26/03/22,Confirmed,7
4,Michamvi Property,26/04/14,2014,Apr,Low Season,CH,18,5,0.3,69.27,Corporate,OTA,ZanziTours,Company B,346.36,Transient,0,30/04/22,Confirmed,8
7,Mwezi Property,26/04/14,2014,Apr,Low Season,BR,22,4,0.2,70.15,Business,Corporate,Oceanic Travels,Company B,280.59,Transient,5,27/03/14,Confirmed,2
3,Nur Property,26/04/14,2014,Apr,Low Season,CH,17,5,0.3,64.4,Leisure,Group,Oceanic Travels,,322,Transient,48,13/02/14,Confirmed,0
1,Kasha Property,27/04/14,2014,Apr,Low Season,CN,6,1,0.2,194.74,Corporate,Direct,TO Africa,Company A,194.74,Transient,54,08/02/14,Confirmed,1
2,Casa Property,27/04/14,2014,Apr,Low Season,JP,14,4,0.3,69.1,Leisure,Website,Sunset Ltd,Company B,276.42,Transient,57,06/02/14,Confirmed,0
6,Fun Property,27/04/14,2014,Apr,Low Season,IE,20,4,0.2,63.41,Business,OTA,ZanziTours,Company C,253.63,Transient,5,31/03/14,Confirmed,0
5,Loop Property,27/04/14,2014,Apr,Low Season,UK,17,5,0.3,62.99,Leisure,TA/TO,Sunset Ltd,Company C,314.94,Transient,130,27/11/13,Confirmed,0
4,Michamvi Property,27/04/14,2014,Apr,Low Season,EE,18,5,0.3,68.36,Corporate,OTA,Oceanic Travels,,341.81,Transient,57,09/02/14,Confirmed,2
7,Mwezi Property,27/04/14,2014,Apr,Low Season,LV,22,6,0.3,62.02,Leisure,TA/TO,ZanziTours,,372.1,Transient,89,09/01/14,Confirmed,0
3,Nur Property,27/04/14,2014,Apr,Low Season,FR,17,4,0.2,66.1,Group,TA/TO,ZanziTours,Company C,264.39,Transient,221,31/08/13,Confirmed,2
1,Kasha Property,28/04/14,2014,Apr,Low Season,DK,6,1,0.2,196.38,Corporate,TA/TO,Oceanic Travels,Company B,196.38,Transient,1,09/04/14,Confirmed,1
2,Casa Property,28/04/14,2014,Apr,Low Season,SK,14,3,0.2,66.2,Business,Corporate,Sunset Ltd,Company A,198.61,Transient,116,16/12/13,Confirmed,1
6,Fun Property,28/04/14,2014,Apr,Low Season,PL,20,5,0.3,62.92,Group,Website,ZanziTours,Company A,314.61,Transient,139,24/11/13,Confirmed,1
5,Loop Property,28/04/14,2014,Apr,Low Season,DE,17,5,0.3,64.11,Business,OTA,Oceanic Travels,Company A,320.56,Transient,55,17/02/14,Confirmed,0
4,Michamvi Property,28/04/14,2014,Apr,Low Season,DE,18,3,0.2,65.34,Business,TA/TO,ZanziTours,,196.03,Transient,247,10/08/13,Confirmed,2
7,Mwezi Property,28/04/14,2014,Apr,Low Season,HU,22,5,0.2,63.99,Business,OTA,Sunset Ltd,Company A,319.96,Transient,74,31/01/14,Confirmed,2
3,Nur Property,28/04/14,2014,Apr,Low Season,SI,17,3,0.2,63.94,Corporate,Group,ZanziTours,Company B,191.83,Transient,2,14/04/14,Confirmed,0
1,Kasha Property,29/04/14,2014,Apr,Low Season,DK,6,1,0.2,206.66,Corporate,Website,TO Africa,,206.66,Transient,47,01/03/14,Confirmed,2
2,Casa Property,29/04/14,2014,Apr,Low Season,DE,14,3,0.2,68.54,Group,OTA,Oceanic Travels,Company B,205.62,Transient,56,21/02/14,Confirmed,0
6,Fun Property,29/04/14,2014,Apr,Low Season,LU,20,4,0.2,68.58,Group,OTA,TO Africa,Company B,274.3,Transient,96,13/01/14,Confirmed,0
5,Loop Property,29/04/14,2014,Apr,Low Season,IE,17,3,0.2,74.03,Leisure,TA/TO,Oceanic Travels,Company C,222.09,Transient,156,15/11/13,Confirmed,1
4,Michamvi Property,29/04/14,2014,Apr,Low Season,ZA,18,3,0.2,72.5,Corporate,OTA,Oceanic Travels,,217.5,Transient,166,06/11/13,Confirmed,1
7,Mwezi Property,29/04/14,2014,Apr,Low Season,DE,22,6,0.3,67.02,Group,OTA,TO Africa,Company B,402.14,Transient,268,28/07/13,Confirmed,1
3,Nur Property,29/04/14,2014,Apr,Low Season,FR,17,3,0.2,61.14,Corporate,OTA,TO Africa,Company C,183.43,Transient,32,22/03/14,Confirmed,2
1,Kasha Property,30/04/14,2014,Apr,Low Season,CZ,6,1,0.2,206.55,Corporate,OTA,ZanziTours,Company A,206.55,Transient,0,24/04/14,Confirmed,0
2,Casa Property,30/04/14,2014,Apr,Low Season,AT,14,4,0.3,62.77,Group,OTA,TO Africa,Company C,251.09,Transient,107,08/01/14,Confirmed,1
6,Fun Property,30/04/14,2014,Apr,Low Season,LT,20,6,0.3,66.29,Business,OTA,TO Africa,Company C,397.73,Transient,159,18/11/13,Confirmed,1
5,Loop Property,30/04/14,2014,Apr,Low Season,NL,17,4,0.2,60.39,Business,OTA,ZanziTours,,241.57,Transient,46,12/03/14,Confirmed,0
4,Michamvi Property,30/04/14,2014,Apr,Low Season,PL,18,4,0.2,74.31,Group,Group,ZanziTours,Company C,297.23,Transient,17,11/04/14,Confirmed,0
7,Mwezi Property,30/04/14,2014,Apr,Low Season,LU,22,6,0.3,66.64,Leisure,TA/TO,ZanziTours,Company C,399.84,Transient,57,03/03/14,Confirmed,2
3,Nur Property,30/04/14,2014,Apr,Low Season,EE,17,5,0.3,70.56,Leisure,OTA,TO Africa,Company B,352.81,Transient,1,29/04/14,Confirmed,1
1,Kasha Property,01/05/14,2014,May,Low Season,BG,6,1,0.2,195.46,Leisure,Website,ZanziTours,,195.46,Transient,159,24/10/14,Confirmed,3
2,Casa Property,01/05/14,2014,May,Low Season,SI,14,3,0.2,67.36,Leisure,Website,TO Africa,,202.09,Transient,24,09/03/15,Confirmed,2
6,Fun Property,01/05/14,2014,May,Low Season,IE,20,4,0.2,67.17,Leisure,OTA,Oceanic Travels,,268.67,Transient,17,17/03/15,Confirmed,4
5,Loop Property,01/05/14,2014,May,Low Season,PL,17,3,0.2,74.72,Group,TA/TO,ZanziTours,,224.15,Transient,9,26/03/15,Confirmed,4
4,Michamvi Property,01/05/14,2014,May,Low Season,BE,18,5,0.3,61.92,Business,OTA,Oceanic Travels,Company C,309.59,Transient,111,15/12/14,Confirmed,3
7,Mwezi Property,01/05/14,2014,May,Low Season,CH,22,4,0.2,72.21,Leisure,OTA,Oceanic Travels,Company C,288.85,Transient,74,22/01/15,Confirmed,4
3,Nur Property,01/05/14,2014,May,Low Season,NL,17,4,0.2,69.02,Group,TA/TO,ZanziTours,,276.08,Transient,56,10/02/15,Confirmed,4
1,Kasha Property,02/05/14,2014,May,Low Season,JP,6,1,0.2,197.47,Corporate,Website,Sunset Ltd,Company B,197.47,Transient,5,03/04/15,Confirmed,4
2,Casa Property,02/05/14,2014,May,Low Season,PL,14,4,0.3,72.89,Leisure,TA/TO,TO Africa,Company B,291.55,Transient,3,06/04/15,Confirmed,4
6,Fun Property,02/05/14,2014,May,Low Season,AT,20,4,0.2,66.83,Group,OTA,Sunset Ltd,,267.31,Transient,194,28/09/14,Confirmed,3
5,Loop Property,02/05/14,2014,May,Low Season,CA,17,4,0.2,66.29,Leisure,TA/TO,ZanziTours,Company A,265.15,Transient,3,08/04/15,Confirmed,4
4,Michamvi Property,02/05/14,2014,May,Low Season,AE,18,4,0.2,72.26,Group,Group,TO Africa,Company B,289.05,Transient,19,24/03/15,Confirmed,3
7,Mwezi Property,02/05/14,2014,May,Low Season,LT,22,5,0.2,65.77,Business,TA/TO,ZanziTours,,328.85,Transient,33,11/03/15,Confirmed,3
3,Nur Property,02/05/14,2014,May,Low Season,JP,17,5,0.3,66.96,Corporate,TA/TO,Sunset Ltd,Company C,334.82,Transient,0,14/04/15,Confirmed,3
1,Kasha Property,03/05/14,2014,May,Low Season,NL,6,1,0.2,199.27,Business,TA/TO,Oceanic Travels,Company B,199.27,Transient,0,15/04/15,Confirmed,2
2,Casa Property,03/05/14,2014,May,Low Season,UK,14,3,0.2,62.72,Group,TA/TO,TO Africa,Company C,188.17,Transient,69,06/02/15,Confirmed,4
6,Fun Property,03/05/14,2014,May,Low Season,CH,20,5,0.3,71.72,Leisure,TA/TO,Oceanic Travels,Company C,358.61,Transient,7,10/04/15,Confirmed,4
5,Loop Property,03/05/14,2014,May,Low Season,IN,17,5,0.3,66.28,Leisure,TA/TO,ZanziTours,Company A,331.4,Transient,40,09/03/15,Confirmed,3
4,Michamvi Property,03/05/14,2014,May,Low Season,CA,18,3,0.2,64.58,Group,TA/TO,Sunset Ltd,Company C,193.73,Transient,184,17/10/14,Confirmed,3
7,Mwezi Property,03/05/14,2014,May,Low Season,US,22,7,0.3,62.68,Corporate,OTA,ZanziTours,Company C,438.73,Transient,73,06/02/15,Confirmed,2
3,Nur Property,03/05/14,2014,May,Low Season,LU,17,4,0.2,60.85,Group,OTA,TO Africa,Company C,243.4,Transient,213,20/09/14,Confirmed,2
1,Kasha Property,04/05/14,2014,May,Low Season,LU,6,1,0.2,194.16,Corporate,TA/TO,Oceanic Travels,Company B,194.16,Transient,79,02/02/15,Confirmed,4
2,Casa Property,04/05/14,2014,May,Low Season,NL,14,4,0.3,67.9,Leisure,Direct,TO Africa,Company C,271.59,Transient,6,17/04/15,Confirmed,4
6,Fun Property,04/05/14,2014,May,Low Season,CA,20,5,0.3,61.01,Corporate,Group,ZanziTours,Company A,305.05,Transient,29,26/03/15,Confirmed,4
5,Loop Property,04/05/14,2014,May,Low Season,IN,17,4,0.2,66.28,Corporate,Group,ZanziTours,Company C,265.11,Transient,11,14/04/15,Confirmed,3
4,Michamvi Property,04/05/14,2014,May,Low Season,UK,18,4,0.2,74.73,Leisure,Corporate,Sunset Ltd,Company B,298.94,Transient,29,28/03/15,Confirmed,4
7,Mwezi Property,04/05/14,2014,May,Low Season,UK,22,6,0.3,73.98,Corporate,TA/TO,Sunset Ltd,Company B,443.86,Transient,52,06/03/15,Confirmed,2
3,Nur Property,04/05/14,2014,May,Low Season,FR,17,5,0.3,60.15,Corporate,Group,TO Africa,Company A,300.73,Transient,30,29/03/15,Confirmed,4
1,Kasha Property,05/05/14,2014,May,Low Season,BR,6,1,0.2,199.46,Leisure,Direct,TO Africa,Company A,199.46,Transient,1,28/04/15,Confirmed,3
2,Casa Property,05/05/14,2014,May,Low Season,CH,14,4,0.3,63.58,Business,TA/TO,ZanziTours,Company A,254.31,Transient,16,14/04/15,Confirmed,4
6,Fun Property,05/05/14,2014,May,Low Season,FR,20,4,0.2,69.64,Group,Website,ZanziTours,,278.54,Transient,48,13/02/16,Confirmed,3
5,Loop Property,05/05/14,2014,May,Low Season,US,17,4,0.2,71.02,Leisure,Website,ZanziTours,Company A,284.07,Transient,315,23/05/15,Confirmed,3
4,Michamvi Property,05/05/14,2014,May,Low Season,DE,18,3,0.2,65.02,Group,TA/TO,TO Africa,Company B,195.06,Transient,3,31/03/16,Confirmed,3
7,Mwezi Property,05/05/14,2014,May,Low Season,CA,22,6,0.3,60.76,Business,Corporate,Sunset Ltd,,364.57,Transient,0,04/04/16,Confirmed,3
3,Nur Property,05/05/14,2014,May,Low Season,US,17,4,0.2,62.05,Business,Group,Sunset Ltd,,248.18,Transient,69,27/01/16,Confirmed,3
1,Kasha Property,06/05/14,2014,May,Low Season,UK,6,1,0.2,208.78,Group,OTA,Sunset Ltd,Company B,208.78,Transient,99,29/12/15,Confirmed,4
2,Casa Property,06/05/14,2014,May,Low Season,AT,14,3,0.2,72.06,Business,Direct,ZanziTours,Company B,216.18,Transient,73,25/01/16,Confirmed,3
6,Fun Property,06/05/14,2014,May,Low Season,DE,20,4,0.2,72.99,Business,OTA,ZanziTours,Company B,291.96,Transient,181,10/10/15,Confirmed,4
5,Loop Property,06/05/14,2014,May,Low Season,FR,17,3,0.2,70.33,Corporate,Group,Oceanic Travels,Company C,210.98,Transient,30,10/03/16,Confirmed,4
4,Michamvi Property,06/05/14,2014,May,Low Season,AT,18,4,0.2,62.51,Leisure,TA/TO,Sunset Ltd,Company B,250.05,Transient,56,14/02/16,Confirmed,3
7,Mwezi Property,06/05/14,2014,May,Low Season,AE,22,5,0.2,65.14,Leisure,TA/TO,Sunset Ltd,Company A,325.68,Transient,83,19/01/16,Confirmed,4
3,Nur Property,06/05/14,2014,May,Low Season,PL,17,4,0.2,73.82,Business,TA/TO,ZanziTours,Company B,295.28,Transient,0,12/04/16,Confirmed,4
1,Kasha Property,07/05/14,2014,May,Low Season,EE,6,1,0.2,193.92,Leisure,OTA,Sunset Ltd,Company C,193.92,Transient,92,12/01/16,Confirmed,3
2,Casa Property,07/05/14,2014,May,Low Season,UK,14,4,0.3,60.44,Group,Group,TO Africa,,241.78,Transient,11,03/04/16,Confirmed,3
6,Fun Property,07/05/14,2014,May,Low Season,DK,20,4,0.2,71.11,Business,Group,TO Africa,,284.45,Transient,67,08/02/16,Confirmed,4
5,Loop Property,07/05/14,2014,May,Low Season,IE,17,4,0.2,70.79,Leisure,TA/TO,ZanziTours,Company B,283.16,Transient,25,22/03/16,Confirmed,3
4,Michamvi Property,07/05/14,2014,May,Low Season,SI,18,3,0.2,66.87,Group,TA/TO,Sunset Ltd,Company C,200.61,Transient,32,16/03/16,Confirmed,4
7,Mwezi Property,07/05/14,2014,May,Low Season,UK,22,5,0.2,63.92,Leisure,OTA,TO Africa,Company C,319.6,Transient,286,07/07/15,Confirmed,3
3,Nur Property,07/05/14,2014,May,Low Season,NL,17,4,0.2,63.46,Leisure,OTA,TO Africa,Company B,253.83,Transient,80,30/01/16,Confirmed,4
1,Kasha Property,08/05/14,2014,May,Low Season,AT,6,1,0.2,209.92,Group,Website,ZanziTours,Company A,209.92,Transient,186,17/10/15,Confirmed,3
2,Casa Property,08/05/14,2014,May,Low Season,AT,14,3,0.2,62.86,Group,TA/TO,TO Africa,,188.59,Transient,263,02/08/15,Confirmed,3
6,Fun Property,08/05/14,2014,May,Low Season,US,20,4,0.2,69.38,Leisure,Direct,Sunset Ltd,Company C,277.53,Transient,103,10/01/16,Confirmed,3
5,Loop Property,08/05/14,2014,May,Low Season,SK,17,3,0.2,64.4,Corporate,OTA,TO Africa,Company C,193.2,Transient,114,31/12/15,Confirmed,3
4,Michamvi Property,08/05/14,2014,May,Low Season,BE,18,5,0.3,74.72,Business,OTA,TO Africa,Company B,373.62,Transient,245,23/08/15,Confirmed,3
