hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,TTL Rooms,Sold1,Room Sold,Occupancy, ADR , ADR Modifier , Revenue ,Relocation,Room OB, Revnue OB ,Relocation Rev,market_segment,distribution_channel,to_name,company,customer_type,lead_time,reservation_status_date,Reservation Status,Projected PickUp 
6,FUN property,20/12/14,2014,Dec,Shoulder Season,FR,20,3,4,0.20,151,182,727,,0,    ,    ,Contracted T.O,TA/TO,OTA,Agent06,Transient,31,19/11/14,Confirmed,3
6,FUN property,21/12/14,2014,Dec,Shoulder Season,UK,20,2,3,0.15,115,138,414,,0,    ,    ,Contracted T.O,TA/TO,Direct,Agent06,Transient,265,31/03/14,Confirmed,2
6,FUN property,22/12/14,2014,Dec,Shoulder Season,DE,20,4,5,0.25,121,145,724,,0,    ,    ,Contracted T.O,TA/TO,OTA,Agent06,Transient,72,11/10/14,Confirmed,4
6,FUN property,23/12/14,2014,Dec,Shoulder Season,UK,20,3,4,0.20,110,132,528,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,183,23/06/14,Confirmed,3
6,FUN property,24/12/14,2014,Dec,Shoulder Season,FR,20,7,8,0.40,57,68,547,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,62,23/10/14,Confirmed,7
6,FUN property,25/12/14,2014,Dec,Shoulder Season,DE,20,5,6,0.30,58,70,418,,0,    ,    ,OTA,TA/TO,OTA,OTA,Contract,269,31/03/14,Confirmed,5
6,FUN property,26/12/14,2014,Dec,Shoulder Season,FR,20,6,7,0.35,59,71,496,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,3,23/12/14,Confirmed,6
6,FUN property,27/12/14,2014,Dec,Shoulder Season,DE,20,5,6,0.30,60,72,432,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,85,03/10/14,Confirmed,5
6,FUN property,28/12/14,2014,Dec,Shoulder Season,UK,20,5,6,0.30,61,73,439,,0,    ,    ,Website,TA/TO,Direct,Website,Transient,8,20/12/14,Confirmed,5
6,FUN property,29/12/14,2014,Dec,Shoulder Season,FR,20,6,7,0.35,62,74,521,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,27,02/12/14,Confirmed,6
6,FUN property,30/12/14,2014,Dec,Shoulder Season,CZ,20,4,5,0.25,79,95,475,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,330,03/02/14,Confirmed,4
6,FUN property,31/12/14,2014,Dec,Shoulder Season,CZ,20,4,5,0.25,130,156,780,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,161,23/07/14,Confirmed,4
6,FUN property,01/12/15,2015,Dec,Shoulder Season,CZ,20,6,7,0.35,129,155,1084,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,21,10/11/15,Confirmed,6
6,FUN property,02/12/15,2015,Dec,Shoulder Season,CZ,20,7,8,0.40,89,107,854,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,1,01/12/15,Confirmed,7
6,FUN property,03/12/15,2015,Dec,Shoulder Season,CZ,20,6,7,0.35,140,168,1176,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,19,14/11/15,Confirmed,6
6,FUN property,04/12/15,2015,Dec,Shoulder Season,CZ,20,5,6,0.30,65,78,466,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,5,29/11/15,Confirmed,5
6,FUN property,05/12/15,2015,Dec,Shoulder Season,DE,20,6,7,0.35,106,127,890,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,169,19/06/15,Confirmed,6
6,FUN property,06/12/15,2015,Dec,Shoulder Season,UK,20,6,7,0.35,120,144,1008,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,181,08/06/15,Confirmed,6
6,FUN property,07/12/15,2015,Dec,Shoulder Season,FR,20,6,7,0.35,90,108,756,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,19,18/11/15,Confirmed,6
6,FUN property,08/12/15,2015,Dec,Shoulder Season,DE,20,4,5,0.25,140,168,840,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,64,05/10/15,Confirmed,4
6,FUN property,09/12/15,2015,Dec,Shoulder Season,UK,20,5,6,0.30,95,114,684,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,8,01/12/15,Confirmed,5
6,FUN property,10/12/15,2015,Dec,Shoulder Season,FR,20,6,7,0.35,99,119,835,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,166,27/06/15,Confirmed,6
6,FUN property,11/12/15,2015,Dec,Shoulder Season,DE,20,6,7,0.35,91,109,761,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,239,16/04/15,Confirmed,6
6,FUN property,12/12/15,2015,Dec,Shoulder Season,UK,20,7,8,0.40,75,90,718,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,10,02/12/15,Confirmed,7
6,FUN property,13/12/15,2015,Dec,Shoulder Season,FR,20,6,7,0.35,65,78,546,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,105,30/08/15,Confirmed,6
6,FUN property,14/12/15,2015,Dec,Shoulder Season,DE,20,5,6,0.30,91,109,655,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,36,08/11/15,Confirmed,5
6,FUN property,15/12/15,2015,Dec,Shoulder Season,UK,20,6,7,0.35,127,152,1066,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,76,30/09/15,Confirmed,6
6,FUN property,16/12/15,2015,Dec,Shoulder Season,DE,20,6,7,0.35,133,160,1117,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,0,16/12/15,Confirmed,6
6,FUN property,17/12/15,2015,Dec,Shoulder Season,UK,20,6,7,0.35,119,143,1000,,0,    ,    ,Website,TA/TO,OTA,Website,TransientParty,56,22/10/15,Confirmed,6
6,FUN property,18/12/15,2015,Dec,Shoulder Season,CZ,20,4,5,0.25,100,120,600,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,14,04/12/15,Confirmed,4
6,FUN property,19/12/15,2015,Dec,Shoulder Season,CZ,20,5,6,0.30,86,103,616,,0,    ,    ,Website,TA/TO,OTA,Website,TransientParty,27,22/11/15,Confirmed,5
6,FUN property,20/12/15,2015,Dec,Shoulder Season,CZ,20,6,7,0.35,107,128,899,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,20,30/11/15,Confirmed,6
6,FUN property,21/12/15,2015,Dec,Shoulder Season,CZ,20,5,6,0.30,120,144,864,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,193,11/06/15,Confirmed,5
6,FUN property,22/12/15,2015,Dec,Shoulder Season,CZ,20,5,6,0.30,90,108,645,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,12,10/12/15,Confirmed,5
6,FUN property,23/12/15,2015,Dec,Shoulder Season,CZ,20,6,7,0.35,86,103,718,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,120,25/08/15,Confirmed,6
6,FUN property,24/12/15,2015,Dec,Shoulder Season,NL,20,7,8,0.40,100,120,960,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,112,03/09/15,Confirmed,7
6,FUN property,25/12/15,2015,Dec,Shoulder Season,DE,20,6,7,0.35,89,107,750,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,171,07/07/15,Confirmed,6
6,FUN property,26/12/15,2015,Dec,Shoulder Season,UK,20,5,6,0.30,116,139,835,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,63,24/10/15,Confirmed,5
6,FUN property,27/12/15,2015,Dec,Shoulder Season,FR,20,6,7,0.35,68,81,567,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,3,24/12/15,Confirmed,6
6,FUN property,28/12/15,2015,Dec,Shoulder Season,BE,20,6,7,0.35,140,167,1172,,0,    ,    ,OTA,Corporate,OTA,OTA,Transient,130,20/08/15,Confirmed,6
6,FUN property,29/12/15,2015,Dec,Shoulder Season,SA,20,6,7,0.35,162,194,1361,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,119,01/09/15,Confirmed,6
6,FUN property,30/12/15,2015,Dec,Shoulder Season,EG,20,4,5,0.25,127,152,761,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,226,18/05/15,Confirmed,4
6,FUN property,31/12/15,2015,Dec,Shoulder Season,NL,20,5,6,0.30,65,79,471,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,16,15/12/15,Confirmed,5
6,FUN property,01/12/16,2016,Dec,Shoulder Season,BE,20,6,7,0.35,108,130,907,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,118,05/08/16,Confirmed,6
6,FUN property,02/12/16,2016,Dec,Shoulder Season,SA,20,5,6,0.30,91,109,655,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,93,31/08/16,Confirmed,5
6,FUN property,03/12/16,2016,Dec,Shoulder Season,EG,20,4,5,0.25,149,179,894,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,0,03/12/16,Confirmed,4
6,FUN property,04/12/16,2016,Dec,Shoulder Season,NL,20,5,6,0.30,109,131,785,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,14,20/11/16,Confirmed,5
6,FUN property,05/12/16,2016,Dec,Shoulder Season,PL,20,5,6,0.30,130,156,936,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,127,31/07/16,Confirmed,5
6,FUN property,06/12/16,2016,Dec,Shoulder Season,RU,20,4,5,0.25,70,85,423,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,229,21/04/16,Confirmed,4
6,FUN property,07/12/16,2016,Dec,Shoulder Season,DE,20,4,5,0.25,104,124,621,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,151,09/07/16,Confirmed,4
6,FUN property,08/12/16,2016,Dec,Shoulder Season,UK,20,8,9,0.45,55,66,594,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,46,23/10/16,Confirmed,8
6,FUN property,09/12/16,2016,Dec,Shoulder Season,FR,20,5,6,0.30,95,114,684,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,54,16/10/16,Confirmed,5
6,FUN property,10/12/16,2016,Dec,Shoulder Season,DE,20,6,7,0.35,105,126,882,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,37,03/11/16,Confirmed,6
6,FUN property,11/12/16,2016,Dec,Shoulder Season,UK,20,6,7,0.35,106,127,892,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,199,26/05/16,Confirmed,6
6,FUN property,12/12/16,2016,Dec,Shoulder Season,FR,20,6,7,0.35,100,120,840,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,177,18/06/16,Confirmed,6
6,FUN property,13/12/16,2016,Dec,Shoulder Season,DE,20,4,5,0.25,96,115,576,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,88,16/09/16,Confirmed,4
6,FUN property,14/12/16,2016,Dec,Shoulder Season,FR,20,4,5,0.25,105,126,630,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,86,19/09/16,Confirmed,4
6,FUN property,15/12/16,2016,Dec,Shoulder Season,DE,20,6,7,0.35,95,113,794,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,124,13/08/16,Confirmed,6
6,FUN property,16/12/16,2016,Dec,Shoulder Season,UK,20,6,7,0.35,125,150,1051,,0,    ,    ,Website,TA/TO,OTA,Website,TransientParty,35,11/11/16,Confirmed,6
6,FUN property,17/12/16,2016,Dec,Shoulder Season,FR,20,6,7,0.35,119,143,1000,,0,    ,    ,Website,TA/TO,OTA,Website,TransientParty,13,04/12/16,Confirmed,6
6,FUN property,18/12/16,2016,Dec,Shoulder Season,DE,20,4,5,0.25,63,75,377,,0,    ,    ,Website,Direct,OTA,Website,Transient,270,23/03/16,Confirmed,4
6,FUN property,19/12/16,2016,Dec,Shoulder Season,UK,20,5,6,0.30,120,144,864,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,317,06/02/16,Confirmed,5
6,FUN property,20/12/16,2016,Dec,Shoulder Season,DE,20,5,6,0.30,147,176,1055,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,346,09/01/16,Confirmed,5
6,FUN property,21/12/16,2016,Dec,Shoulder Season,FR,20,4,5,0.25,90,108,540,,0,    ,    ,Website,Corporate,OTA,Website,Transient,386,01/12/15,Confirmed,4
6,FUN property,22/12/16,2016,Dec,Shoulder Season,CZ,20,6,7,0.35,64,77,538,,0,    ,    ,Website,Corporate,OTA,Website,Transient,24,28/11/16,Confirmed,6
6,FUN property,23/12/16,2016,Dec,Shoulder Season,CZ,20,5,6,0.30,88,106,636,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,120,25/08/16,Confirmed,5
6,FUN property,24/12/16,2016,Dec,Shoulder Season,CZ,20,5,6,0.30,170,204,1224,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,1,23/12/16,Confirmed,5
6,FUN property,25/12/16,2016,Dec,Shoulder Season,CZ,20,5,6,0.30,121,145,873,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,113,03/09/16,Confirmed,5
6,FUN property,26/12/16,2016,Dec,Shoulder Season,CZ,20,6,7,0.35,91,109,764,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,183,26/06/16,Confirmed,6
6,FUN property,27/12/16,2016,Dec,Shoulder Season,CZ,20,5,6,0.30,115,138,828,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,103,15/09/16,Confirmed,5
6,FUN property,28/12/16,2016,Dec,Shoulder Season,DE,20,6,7,0.35,81,97,680,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,14,14/12/16,Confirmed,6
6,FUN property,29/12/16,2016,Dec,Shoulder Season,UK,20,6,7,0.35,79,95,664,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,3,26/12/16,Confirmed,6
6,FUN property,30/12/16,2016,Dec,Shoulder Season,FR,20,4,5,0.25,120,144,720,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,112,09/09/16,Confirmed,4
6,FUN property,31/12/16,2016,Dec,Shoulder Season,DE,20,4,5,0.25,75,90,449,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,55,06/11/16,Confirmed,4
6,FUN property,01/12/17,2017,Dec,Shoulder Season,FR,20,8,9,0.45,115,138,1242,,0,    ,    ,Contracted T.O,TA/TO,OTA,Concept Reisen,Transient,37,25/10/17,Confirmed,8
6,FUN property,02/12/17,2017,Dec,Shoulder Season,UK,20,7,8,0.40,91,109,876,,0,    ,    ,Contracted T.O,TA/TO,OTA,Sergenti big Cat,Transient,65,28/09/17,Confirmed,7
6,FUN property,03/12/17,2017,Dec,Shoulder Season,FR,20,8,9,0.45,119,143,1285,,0,    ,    ,Contracted T.O,TA/TO,OTA,Sergenti big Cat,Contract,23,10/11/17,Confirmed,8
6,FUN property,04/12/17,2017,Dec,Shoulder Season,DE,20,8,9,0.45,80,96,865,,0,    ,    ,Contracted T.O,Direct,OTA,Sergenti big Cat,Transient,65,30/09/17,Confirmed,8
6,FUN property,05/12/17,2017,Dec,Shoulder Season,UK,20,8,9,0.45,116,139,1254,,0,    ,    ,Contracted T.O,TA/TO,OTA,Sergenti big Cat,Transient,68,28/09/17,Confirmed,8
6,FUN property,06/12/17,2017,Dec,Shoulder Season,FR,20,6,7,0.35,130,156,1092,,0,    ,    ,Contracted T.O,TA/TO,OTA,Sergenti big Cat,Transient,188,01/06/17,Confirmed,6
6,FUN property,07/12/17,2017,Dec,Shoulder Season,DE,20,6,7,0.35,100,120,840,,0,    ,    ,Contracted T.O,TA/TO,OTA,Sergenti big Cat,Transient,204,17/05/17,Confirmed,6
6,FUN property,08/12/17,2017,Dec,Shoulder Season,FR,20,7,8,0.40,86,103,821,,0,    ,    ,Contracted T.O,Direct,OTA,Sergenti big Cat,Transient,51,18/10/17,Confirmed,7
6,FUN property,09/12/17,2017,Dec,Shoulder Season,UK,20,7,8,0.40,106,127,1017,,0,    ,    ,Contracted T.O,Direct,OTA,Sergenti big Cat,Transient,12,27/11/17,Confirmed,7
6,FUN property,10/12/17,2017,Dec,Shoulder Season,FR,20,6,7,0.35,104,124,869,,0,    ,    ,Contracted T.O,TA/TO,OTA,Sergenti big Cat,Transient,185,08/06/17,Confirmed,6
6,FUN property,11/12/17,2017,Dec,Shoulder Season,DE,20,7,8,0.40,105,126,1011,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,303,11/02/17,Confirmed,7
6,FUN property,12/12/17,2017,Dec,Shoulder Season,UK,20,7,8,0.40,171,205,1642,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,38,04/11/17,Confirmed,7
6,FUN property,13/12/17,2017,Dec,Shoulder Season,FR,20,6,7,0.35,139,167,1168,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,9,04/12/17,Confirmed,6
6,FUN property,14/12/17,2017,Dec,Shoulder Season,DE,20,6,7,0.35,120,144,1008,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,110,26/08/17,Confirmed,6
6,FUN property,15/12/17,2017,Dec,Shoulder Season,UK,20,8,9,0.45,90,108,971,,0,    ,    ,Contracted T.O,Direct,OTA,Leopard Travel,Transient,0,15/12/17,Confirmed,8
6,FUN property,16/12/17,2017,Dec,Shoulder Season,FR,20,6,7,0.35,88,106,743,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,26,20/11/17,Confirmed,6
6,FUN property,17/12/17,2017,Dec,Shoulder Season,DE,20,7,8,0.40,81,97,778,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,99,09/09/17,Confirmed,7
6,FUN property,18/12/17,2017,Dec,Shoulder Season,UK,20,7,8,0.40,71,85,683,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,45,03/11/17,Confirmed,7
6,FUN property,19/12/17,2017,Dec,Shoulder Season,FR,20,6,7,0.35,83,100,699,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,39,10/11/17,Confirmed,6
6,FUN property,20/12/17,2017,Dec,Shoulder Season,CZ,20,7,8,0.40,130,156,1248,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,188,15/06/17,Confirmed,7
6,FUN property,21/12/17,2017,Dec,Shoulder Season,CZ,20,8,9,0.45,154,185,1663,,0,    ,    ,Contracted T.O,TA/TO,OTA,Leopard Travel,Transient,5,16/12/17,Confirmed,8
6,FUN property,22/12/17,2017,Dec,Shoulder Season,CZ,20,8,9,0.45,129,154,1390,,0,    ,    ,Contracted T.O,TA/TO,OTA,Zeinth Tours,Transient,184,21/06/17,Confirmed,8
6,FUN property,23/12/17,2017,Dec,Shoulder Season,CZ,20,6,7,0.35,127,152,1066,,0,    ,    ,Contracted T.O,TA/TO,OTA,Zeinth Tours,Transient,95,19/09/17,Confirmed,6
6,FUN property,24/12/17,2017,Dec,Shoulder Season,CZ,20,8,9,0.45,81,97,872,,0,    ,    ,Contracted T.O,TA/TO,OTA,Zeinth Tours,Transient,176,01/07/17,Confirmed,8
6,FUN property,25/12/17,2017,Dec,Shoulder Season,CZ,20,6,7,0.35,108,130,907,,0,    ,    ,Contracted T.O,Direct,OTA,Zeinth Tours,Transient,27,28/11/17,Confirmed,6
6,FUN property,26/12/17,2017,Dec,Shoulder Season,DE,20,7,8,0.40,73,87,700,,0,    ,    ,Contracted T.O,TA/TO,OTA,Zeinth Tours,Transient,227,13/05/17,Confirmed,7
6,FUN property,27/12/17,2017,Dec,Shoulder Season,UK,20,6,7,0.35,95,114,795,,0,    ,    ,Contracted T.O,TA/TO,OTA,Zeinth Tours,Transient,204,06/06/17,Confirmed,6
6,FUN property,28/12/17,2017,Dec,Shoulder Season,FR,20,8,9,0.45,75,90,810,,0,    ,    ,Contracted T.O,TA/TO,OTA,Zeinth Tours,Transient,11,17/12/17,Confirmed,8
6,FUN property,29/12/17,2017,Dec,Shoulder Season,FR,20,8,9,0.45,77,92,826,,0,    ,    ,Contracted T.O,TA/TO,OTA,Mojar Trvael,Transient,13,16/12/17,Confirmed,8
6,FUN property,30/12/17,2017,Dec,Shoulder Season,DE,20,7,8,0.40,65,78,624,,0,    ,    ,Contracted T.O,TA/TO,OTA,Mojar Trvael,Transient,40,20/11/17,Confirmed,7
6,FUN property,31/12/17,2017,Dec,Shoulder Season,UK,20,6,7,0.35,113,136,953,,0,    ,    ,Contracted T.O,TA/TO,OTA,Mojar Trvael,Transient,179,05/07/17,Confirmed,6
6,FUN property,01/12/18,2018,Dec,Shoulder Season,FR,20,7,8,0.40,107,128,1027,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,122,01/08/18,Confirmed,7
6,FUN property,02/12/18,2018,Dec,Shoulder Season,DE,20,8,9,0.45,87,104,940,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,111,13/08/18,Confirmed,8
6,FUN property,03/12/18,2018,Dec,Shoulder Season,UK,20,8,9,0.45,110,132,1186,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,93,01/09/18,Confirmed,8
6,FUN property,04/12/18,2018,Dec,Shoulder Season,FR,20,7,8,0.40,80,96,768,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,270,09/03/18,Confirmed,7
6,FUN property,05/12/18,2018,Dec,Shoulder Season,DE,20,7,8,0.40,102,122,974,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,74,22/09/18,Confirmed,7
6,FUN property,06/12/18,2018,Dec,Shoulder Season,UK,20,8,9,0.45,91,110,987,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,155,04/07/18,Confirmed,8
6,FUN property,07/12/18,2018,Dec,Shoulder Season,FR,20,8,9,0.45,77,92,826,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,25,12/11/18,Confirmed,8
6,FUN property,08/12/18,2018,Dec,Shoulder Season,DE,20,7,8,0.40,72,87,694,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,208,14/05/18,Confirmed,7
6,FUN property,09/12/18,2018,Dec,Shoulder Season,UK,20,7,8,0.40,102,123,982,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,148,14/07/18,Confirmed,7
6,FUN property,10/12/18,2018,Dec,Shoulder Season,FR,20,7,8,0.40,88,106,845,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,15,25/11/18,Confirmed,7
6,FUN property,11/12/18,2018,Dec,Shoulder Season,DE,20,7,8,0.40,161,193,1547,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,67,05/10/18,Confirmed,7
6,FUN property,12/12/18,2018,Dec,Shoulder Season,UK,20,7,8,0.40,133,159,1273,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,56,17/10/18,Confirmed,7
6,FUN property,13/12/18,2018,Dec,Shoulder Season,FR,20,8,9,0.45,105,126,1137,,0,    ,    ,OTA,Direct,OTA,OTA,Transient,74,30/09/18,Confirmed,8
6,FUN property,14/12/18,2018,Dec,Shoulder Season,DE,20,8,9,0.45,139,167,1501,,0,    ,    ,OTA,Direct,OTA,OTA,Transient,2,12/12/18,Confirmed,8
6,FUN property,15/12/18,2018,Dec,Shoulder Season,DE,20,8,9,0.45,69,83,745,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,19,26/11/18,Confirmed,8
6,FUN property,16/12/18,2018,Dec,Shoulder Season,UK,20,7,8,0.40,60,72,576,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,50,27/10/18,Confirmed,7
6,FUN property,17/12/18,2018,Dec,Shoulder Season,FR,20,8,9,0.45,153,184,1652,,0,    ,    ,Website,Direct,OTA,Website,Transient,17,30/11/18,Confirmed,8
6,FUN property,18/12/18,2018,Dec,Shoulder Season,CZ,20,8,9,0.45,72,86,775,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,0,18/12/18,Confirmed,8
6,FUN property,19/12/18,2018,Dec,Shoulder Season,CZ,20,7,8,0.40,90,108,864,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,349,04/01/18,Confirmed,7
6,FUN property,20/12/18,2018,Dec,Shoulder Season,CZ,20,7,8,0.40,142,171,1365,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,42,08/11/18,Confirmed,7
6,FUN property,21/12/18,2018,Dec,Shoulder Season,CZ,20,8,9,0.45,68,82,734,,0,    ,    ,Website,Direct,OTA,Website,Transient,4,17/12/18,Confirmed,8
6,FUN property,22/12/18,2018,Dec,Shoulder Season,CZ,20,7,8,0.40,65,78,624,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,27,25/11/18,Confirmed,7
6,FUN property,23/12/18,2018,Dec,Shoulder Season,CZ,20,8,9,0.45,149,179,1614,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,65,19/10/18,Confirmed,8
6,FUN property,24/12/18,2018,Dec,Shoulder Season,DE,20,7,8,0.40,84,101,805,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,91,24/09/18,Confirmed,7
6,FUN property,25/12/18,2018,Dec,Shoulder Season,UK,20,7,8,0.40,102,122,974,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,102,14/09/18,Confirmed,7
6,FUN property,26/12/18,2018,Dec,Shoulder Season,FR,20,8,9,0.45,72,86,778,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,259,11/04/18,Confirmed,8
6,FUN property,27/12/18,2018,Dec,Shoulder Season,NL,20,8,9,0.45,131,157,1409,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,135,14/08/18,Confirmed,8
6,FUN property,28/12/18,2018,Dec,Shoulder Season,NL,20,8,9,0.45,75,90,810,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,44,14/11/18,Confirmed,8
6,FUN property,29/12/18,2018,Dec,Shoulder Season,NL,20,8,9,0.45,65,78,702,,0,    ,    ,OTA,TA/TO,Direct,OTA,Transient,2,27/12/18,Confirmed,8
6,FUN property,30/12/18,2018,Dec,Shoulder Season,NL,20,7,8,0.40,151,181,1450,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,21,09/12/18,Confirmed,7
6,FUN property,31/12/18,2018,Dec,Shoulder Season,NL,20,8,9,0.45,98,118,1058,,0,    ,    ,OTA,TA/TO,OTA,OTA,Transient,5,26/12/18,Confirmed,8
6,FUN property,01/12/19,2019,Dec,Shoulder Season,DE,20,9,10,0.50,65,78,780,,0,    ,    ,Contracted T.O,TA/TO,OTA,Mojar Trvael,Transient,309,26/01/19,Confirmed,9
6,FUN property,02/12/19,2019,Dec,Shoulder Season,UK,20,9,10,0.50,218,261,2611,,0,    ,    ,Contracted T.O,TA/TO,OTA,Good bye ZNZ,Transient,151,04/07/19,Confirmed,9
6,FUN property,03/12/19,2019,Dec,Shoulder Season,FR,20,8,9,0.45,179,215,1936,,0,    ,    ,Contracted T.O,TA/TO,OTA,Good bye ZNZ,Transient,38,26/10/19,Confirmed,8
6,FUN property,04/12/19,2019,Dec,Shoulder Season,DE,20,7,8,0.40,149,179,1434,,0,    ,    ,Contracted T.O,TA/TO,OTA,Good bye ZNZ,TransientParty,75,20/09/19,Confirmed,7
6,FUN property,05/12/19,2019,Dec,Shoulder Season,UK,20,9,10,0.50,120,144,1440,,0,    ,    ,Contracted T.O,TA/TO,OTA,Good bye ZNZ,TransientParty,4,01/12/19,Confirmed,9
6,FUN property,06/12/19,2019,Dec,Shoulder Season,FR,20,7,8,0.40,96,116,924,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,210,10/05/19,Confirmed,7
6,FUN property,07/12/19,2019,Dec,Shoulder Season,UK,20,9,10,0.50,139,167,1672,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,61,07/10/19,Confirmed,9
6,FUN property,08/12/19,2019,Dec,Shoulder Season,FR,20,9,10,0.50,83,99,993,,0,    ,    ,Website,TA/TO,OTA,Website,Transient,43,26/10/19,Confirmed,9
